,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
0,2017,450000,50000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
1,2017,450000,50000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
2,2017,600000,27000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
3,2017,600000,50000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
4,2017,350000,35000,Petrol,Individual,Manual,17.0,1193.0,88.0,5.0
5,2017,850000,50000,Diesel,Individual,Manual,17.0,2179.0,147.0,7.0
6,2017,980000,53000,Diesel,Individual,Manual,17.0,2179.0,147.0,7.0
7,2017,969999,26500,Diesel,Dealer,Manual,17.0,2179.0,147.0,7.0
8,2017,1200000,30000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
9,2017,1251000,35000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
10,2017,1282000,45000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
11,2017,1200000,150000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
12,2017,1282000,45000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
13,2017,1400000,70000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
14,2017,1380000,50000,Diesel,Individual,Automatic,17.0,2179.0,153.0,7.0
15,2017,1295000,58000,Diesel,Dealer,Automatic,17.0,2179.0,153.0,7.0
16,2017,1300000,40000,Diesel,Individual,Automatic,17.0,2179.0,153.0,7.0
17,2017,1445000,60000,Diesel,Individual,Automatic,17.0,2179.0,153.0,7.0
18,2017,290000,40000,Diesel,Individual,Manual,25.0,1396.0,69.0,5.0
19,2017,362000,104000,Petrol,Individual,Manual,15.0,1193.0,64.0,5.0
20,2017,385000,155000,Diesel,Individual,Manual,25.0,1396.0,69.0,5.0
21,2017,350000,50000,Diesel,Individual,Manual,25.0,1396.0,69.0,5.0
22,2017,450000,70000,Diesel,Individual,Manual,19.0,1405.0,69.0,5.0
23,2017,66000,70000,Petrol,Individual,Manual,23.0,624.0,37.0,4.0
24,2017,665000,25000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
25,2017,869999,70000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
26,2017,830000,35000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
27,2017,919999,26766,Diesel,Dealer,Manual,21.0,1497.0,108.0,5.0
28,2017,830000,35000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
29,2017,830000,35000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
30,2017,625000,72000,Diesel,Individual,Manual,13.0,2179.0,138.0,7.0
31,2017,800000,60000,Diesel,Individual,Manual,14.0,2179.0,147.0,7.0
32,2017,1100000,20000,Diesel,Individual,Manual,14.0,2179.0,147.0,7.0
33,2017,850000,100000,Diesel,Individual,Manual,14.0,2179.0,147.0,7.0
34,2017,850000,162000,Diesel,Individual,Manual,14.0,2179.0,147.0,7.0
35,2017,800000,60000,Diesel,Individual,Manual,14.0,2179.0,147.0,7.0
36,2017,570000,51000,Diesel,Individual,Manual,14.0,2956.0,69.0,7.0
37,2017,400000,140000,Diesel,Individual,Manual,14.0,2956.0,69.0,7.0
38,2017,325000,120000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
39,2017,360000,50000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
40,2017,450000,80000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
41,2017,350000,24000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
42,2017,450000,89000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
43,2017,350000,60000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
44,2017,380000,30000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
45,2017,328000,68000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
46,2017,430000,38000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
47,2017,430000,35000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
48,2017,400000,40000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
49,2017,475000,20000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
50,2017,400000,26000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
51,2017,450000,90000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
52,2017,425000,42000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
53,2017,520000,20000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
54,2017,450000,25000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
55,2017,430000,25000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
56,2017,390000,20000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
57,2017,425000,42000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
58,2017,340000,40300,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
59,2017,409999,60000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
60,2017,450000,15000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
61,2017,380000,28000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
62,2017,450000,30000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
63,2017,350000,120000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
64,2017,440000,57000,Petrol,Dealer,Manual,23.0,1199.0,84.0,5.0
65,2017,420000,110000,Diesel,Individual,Manual,24.0,1047.0,69.0,5.0
66,2017,597000,15000,Diesel,Individual,Manual,24.0,1047.0,69.0,5.0
67,2017,550000,50000,Diesel,Individual,Manual,24.0,1047.0,69.0,5.0
68,2017,550000,10000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
69,2017,493000,40000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
70,2017,550000,30000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
71,2017,600000,40000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
72,2017,520000,40000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
73,2017,525000,19723,Petrol,Dealer,Automatic,20.0,1199.0,84.0,5.0
74,2017,280000,80000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
75,2017,540000,70000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
76,2017,490000,90000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
77,2017,459999,80000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
78,2017,484999,35000,Diesel,Individual,Manual,20.0,1248.0,88.0,5.0
79,2017,400000,85000,Diesel,Individual,Manual,20.0,1248.0,88.0,5.0
80,2017,550000,120000,Petrol,Individual,Manual,17.0,1193.0,88.0,5.0
81,2017,400000,35000,Petrol,Individual,Manual,17.0,1193.0,88.0,5.0
82,2017,415000,15000,Petrol,Individual,Manual,17.0,1193.0,88.0,5.0
83,2018,1250000,25000,Diesel,Individual,Manual,17.0,2179.0,147.0,7.0
84,2018,1300000,35000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
85,2018,1525000,50000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
86,2018,1575000,30000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
87,2018,1575000,25000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
88,2018,1575000,30000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
89,2018,1525000,50000,Diesel,Individual,Manual,17.0,2179.0,153.0,7.0
90,2018,250000,110000,Diesel,Individual,Manual,25.0,1396.0,69.0,5.0
91,2018,250000,55000,Petrol,Dealer,Automatic,21.0,624.0,37.0,4.0
92,2018,600000,30000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
93,2018,740000,15000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
94,2018,575000,70000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
95,2018,595000,28000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
96,2018,625000,25000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
97,2018,650000,28000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
98,2018,750000,15000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
99,2018,700000,35000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
100,2018,790000,15000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
101,2018,750000,25000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
102,2018,790000,15000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
103,2018,850000,50000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
104,2018,850000,40000,Petrol,Individual,Manual,17.0,1198.0,108.0,5.0
105,2018,811000,11000,Petrol,Dealer,Manual,17.0,1198.0,108.0,5.0
106,2018,811000,11000,Petrol,Dealer,Manual,17.0,1198.0,108.0,5.0
107,2018,700000,35000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
108,2018,749000,30000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
109,2018,850000,9500,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
110,2018,800000,85000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
111,2018,790000,60000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
112,2018,980000,20000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
113,2018,969999,21871,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
114,2018,860000,60000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
115,2018,950000,14000,Diesel,Individual,Manual,21.0,1497.0,108.0,5.0
116,2018,1025000,8000,Diesel,Dealer,Automatic,21.0,1497.0,108.0,5.0
117,2018,950000,40000,Diesel,Individual,Automatic,21.0,1497.0,108.0,5.0
118,2018,1025000,8000,Diesel,Dealer,Automatic,21.0,1497.0,108.0,5.0
119,2018,875000,142000,Diesel,Individual,Manual,14.0,2179.0,147.0,5.0
120,2018,890000,140000,Diesel,Individual,Manual,14.0,2179.0,147.0,5.0
121,2018,700000,63000,Diesel,Individual,Manual,15.0,2956.0,83.0,7.0
122,2018,450000,90000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
123,2018,540000,33000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
124,2018,325000,100000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
125,2018,400000,20000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
126,2018,490000,25000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
127,2018,390000,25000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
128,2018,409999,35000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
129,2018,438999,25000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
130,2018,350000,50000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
131,2018,500000,5000,Petrol,Individual,Automatic,23.0,1199.0,84.0,5.0
132,2018,450000,5000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
133,2018,480000,45000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
134,2018,400000,40000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
135,2018,500000,25000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
136,2018,560000,26300,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
137,2018,515000,35000,Petrol,Individual,Manual,24.0,1199.0,83.0,5.0
138,2018,450000,22966,Petrol,Dealer,Manual,23.0,1199.0,84.0,5.0
139,2018,500000,50000,Diesel,Individual,Manual,24.0,1047.0,69.0,5.0
140,2018,450000,75000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
141,2018,450000,35000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
142,2018,400000,22000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
143,2018,550000,10000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
144,2018,535000,30000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
145,2018,459999,50000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
146,2018,550000,23000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
147,2018,645000,10000,Petrol,Individual,Automatic,20.0,1199.0,84.0,5.0
148,2018,500000,35000,Petrol,Individual,Manual,20.0,1199.0,83.0,5.0
149,2018,539000,60000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
150,2018,775000,80000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
151,2018,575000,70000,Diesel,Individual,Manual,20.0,1248.0,88.0,5.0
152,2018,525000,110000,Diesel,Individual,Manual,20.0,1248.0,88.0,5.0
153,2018,520000,60000,Petrol,Individual,Manual,17.0,1193.0,88.0,5.0
154,2018,459999,35000,Petrol,Individual,Manual,17.0,1193.0,88.0,5.0
155,2019,660000,35000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
156,2019,1650000,15000,Diesel,Dealer,Manual,17.0,1956.0,167.0,5.0
157,2019,1700000,15000,Diesel,Individual,Manual,17.0,1956.0,138.0,5.0
158,2019,1630000,25000,Diesel,Individual,Manual,17.0,1956.0,138.0,5.0
159,2019,1250000,15000,Diesel,Individual,Manual,17.0,2179.0,147.0,7.0
160,2019,1250000,15000,Diesel,Individual,Manual,17.0,2179.0,147.0,7.0
161,2019,1140000,10000,Diesel,Individual,Automatic,21.0,1497.0,108.0,5.0
162,2019,1250000,100000,Diesel,Individual,Manual,14.0,2179.0,153.0,7.0
163,2019,346000,16000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
164,2019,409999,25000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
165,2019,459999,10000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
166,2019,500000,5000,Petrol,Individual,Manual,23.0,1199.0,84.0,5.0
167,2019,550000,30000,Petrol,Individual,Automatic,23.0,1199.0,83.0,5.0
168,2019,525000,9200,Petrol,Individual,Automatic,23.0,1199.0,83.0,5.0
169,2019,670000,2000,Diesel,Individual,Manual,27.0,1047.0,69.0,5.0
170,2019,450000,3500,Petrol,Individual,Manual,23.0,1199.0,83.0,5.0
171,2019,550000,10000,Petrol,Individual,Manual,24.0,1199.0,83.0,5.0
172,2019,520000,2560,Petrol,Individual,Automatic,24.0,1199.0,83.0,5.0
173,2019,490000,33928,Petrol,Dealer,Manual,23.0,1199.0,84.0,5.0
174,2019,450000,25000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
175,2019,550000,15000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
176,2019,520000,14000,Petrol,Individual,Manual,20.0,1199.0,84.0,5.0
177,2019,600000,5200,Petrol,Individual,Manual,20.0,1199.0,83.0,5.0
178,2019,530000,20000,Petrol,Individual,Manual,20.0,1199.0,83.0,5.0
179,2019,650000,20000,Petrol,Individual,Manual,20.0,1199.0,83.0,5.0
180,2019,900000,8079,Diesel,Dealer,Manual,24.0,1047.0,69.0,5.0
181,2019,650000,15000,Diesel,Individual,Manual,22.0,1248.0,74.0,5.0
182,2019,620000,100000,Petrol,Individual,Manual,17.0,1193.0,88.0,5.0
0,2017,600000,25000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
1,2017,850000,76139,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
2,2018,575000,9500,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
3,2018,910000,15000,Petrol,Individual,Manual,17.0,1497.0,121.0,5.0
4,2018,950000,30000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
5,2018,550000,14200,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
6,2018,700000,19100,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
7,2019,800000,30000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
8,2019,700000,6000,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
9,2017,565000,80000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
10,2019,681000,10000,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
11,2019,720000,10000,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
12,2018,793000,30000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
