,year,selling_price,km_driven,fuel,seller_type,transmission,mileage,engine,max_power,seats
13,2017,650000,5000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
14,2018,950000,30000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
15,2017,850000,63982,Diesel,Dealer,Manual,22.0,1498.0,89.0,5.0
16,2017,700000,35000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
17,2018,3250000,12000,Diesel,Individual,Automatic,10.0,3198.0,197.0,7.0
18,2018,700000,19100,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
19,2017,850000,60000,Diesel,Individual,Manual,22.0,1498.0,98.0,5.0
20,2019,800000,33000,Petrol,Dealer,Manual,19.0,1194.0,94.0,5.0
21,2018,3250000,12000,Diesel,Individual,Automatic,10.0,3198.0,197.0,7.0
22,2018,640000,6001,Petrol,Dealer,Manual,15.0,1496.0,120.0,5.0
23,2017,889000,25000,Petrol,Individual,Manual,17.0,1497.0,121.0,5.0
24,2017,430000,113000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
25,2018,950000,27620,Diesel,Dealer,Manual,22.0,1498.0,98.0,5.0
26,2017,680000,13500,Petrol,Individual,Manual,17.0,1497.0,121.0,5.0
27,2017,604000,30000,Petrol,Individual,Manual,17.0,1497.0,121.0,5.0
28,2019,725000,17000,Diesel,Individual,Manual,24.0,1498.0,98.0,5.0
29,2018,925000,33360,Diesel,Dealer,Manual,22.0,1498.0,98.0,5.0
30,2017,500000,62960,Diesel,Dealer,Manual,25.0,1498.0,99.0,5.0
31,2018,650000,20706,Diesel,Dealer,Manual,23.0,1499.0,98.0,5.0
32,2017,500000,15000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
33,2018,530000,80000,Diesel,Individual,Manual,26.0,1498.0,99.0,5.0
34,2017,570000,25000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
35,2017,550000,70000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
36,2018,640000,82000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
37,2017,408000,60000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
38,2017,725000,45000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
39,2019,675000,7000,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
40,2017,670000,70000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
41,2018,900000,19000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
42,2019,675000,2789,Petrol,Dealer,Manual,18.0,1196.0,86.0,5.0
43,2018,700000,35278,Diesel,Dealer,Manual,23.0,1499.0,98.0,5.0
44,2018,795000,2860,Diesel,Dealer,Manual,23.0,1499.0,98.0,5.0
45,2017,620000,35000,Diesel,Individual,Manual,24.0,1498.0,99.0,5.0
46,2018,550000,14200,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
47,2019,1145000,20000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
48,2018,850000,90000,Petrol,Individual,Manual,17.0,1497.0,121.0,5.0
49,2017,700000,60000,Diesel,Individual,Manual,22.0,1498.0,98.0,5.0
50,2017,850000,60000,Diesel,Individual,Manual,22.0,1498.0,98.0,5.0
51,2018,750000,17000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
52,2019,900000,35000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
53,2017,700000,70000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
54,2018,950000,20000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
55,2018,925000,33360,Diesel,Dealer,Manual,22.0,1498.0,98.0,5.0
56,2019,975000,30000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
57,2018,620000,15000,Petrol,Individual,Manual,20.0,1194.0,94.0,5.0
58,2018,950000,40000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
59,2017,500000,62960,Diesel,Dealer,Manual,25.0,1498.0,99.0,5.0
60,2017,430000,113000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
61,2018,900000,40000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
62,2017,750000,37000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
63,2017,960000,42000,Diesel,Dealer,Manual,23.0,1498.0,98.0,5.0
64,2018,950000,80000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
65,2019,869999,40000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
66,2019,950000,16034,Diesel,Dealer,Manual,21.0,1498.0,98.0,5.0
67,2019,906000,30000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
68,2017,875000,77524,Diesel,Dealer,Manual,22.0,1498.0,89.0,5.0
69,2017,370000,40000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
70,2017,600000,30000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
71,2019,960000,2600,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
72,2018,590000,15000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
73,2018,650000,21000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
74,2017,625000,40000,Diesel,Individual,Manual,22.0,1498.0,98.0,5.0
75,2019,1050000,26000,Diesel,Dealer,Manual,23.0,1498.0,98.0,5.0
76,2018,900000,25000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
77,2017,900000,60000,Diesel,Individual,Manual,22.0,1498.0,98.0,5.0
78,2018,700000,53000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
79,2019,675000,7000,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
80,2018,675000,60000,Diesel,Individual,Manual,24.0,1498.0,98.0,5.0
81,2019,700000,3177,Petrol,Dealer,Manual,18.0,1194.0,94.0,5.0
82,2019,575000,20000,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
83,2018,900000,44772,Diesel,Dealer,Manual,23.0,1498.0,98.0,5.0
84,2018,810000,30000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
85,2017,570000,44077,Petrol,Dealer,Automatic,17.0,1499.0,110.0,5.0
86,2017,800000,60000,Diesel,Individual,Manual,22.0,1498.0,98.0,5.0
87,2018,3200000,35000,Diesel,Individual,Automatic,10.0,3198.0,197.0,7.0
88,2018,850000,90000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
89,2019,885000,10000,Petrol,Individual,Manual,17.0,1497.0,121.0,5.0
90,2018,950000,27000,Diesel,Dealer,Manual,22.0,1498.0,98.0,5.0
91,2017,725000,75000,Diesel,Dealer,Manual,26.0,1498.0,99.0,5.0
92,2019,950000,20000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
93,2018,372000,50000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
94,2017,370000,40000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
95,2017,570000,31596,Petrol,Dealer,Manual,17.0,1497.0,121.0,5.0
96,2018,950000,35000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
97,2017,880000,33000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
98,2017,900000,35000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
99,2017,620000,50000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
100,2018,620000,15000,Petrol,Individual,Manual,20.0,1194.0,94.0,5.0
101,2018,690000,13000,Petrol,Individual,Manual,20.0,1194.0,94.0,5.0
102,2017,495000,56000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
104,2017,550000,15000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
105,2018,700000,25000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
106,2018,620000,15000,Petrol,Individual,Manual,20.0,1194.0,94.0,5.0
107,2018,690000,13000,Petrol,Individual,Manual,20.0,1194.0,94.0,5.0
108,2017,934000,101000,Diesel,Individual,Manual,22.0,1498.0,98.0,5.0
109,2018,800000,37161,Diesel,Dealer,Manual,22.0,1498.0,89.0,5.0
110,2018,793000,30000,Diesel,Individual,Manual,25.0,1498.0,99.0,5.0
111,2017,700000,49957,Diesel,Dealer,Manual,25.0,1498.0,99.0,5.0
112,2017,600000,43235,Diesel,Dealer,Manual,24.0,1498.0,99.0,5.0
113,2018,925000,50699,Diesel,Dealer,Manual,22.0,1498.0,98.0,5.0
114,2017,400000,100000,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
115,2018,990000,60000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
116,2018,690000,25000,Petrol,Individual,Manual,19.0,1194.0,94.0,5.0
117,2019,530000,9500,Petrol,Individual,Manual,18.0,1196.0,86.0,5.0
118,2018,880000,65000,Diesel,Individual,Manual,23.0,1498.0,98.0,5.0
119,2018,750000,24000,Diesel,Individual,Manual,24.0,1498.0,98.0,5.0
0,2017,500000,70000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
1,2017,515000,60000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
2,2017,475000,57000,Petrol,Individual,Manual,17.0,1198.0,86.0,5.0
3,2017,550000,120000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
4,2017,490000,80000,Petrol,Individual,Manual,17.0,1198.0,86.0,5.0
5,2017,570000,15780,Petrol,Individual,Manual,17.0,1198.0,86.0,5.0
6,2017,600000,24500,Diesel,Dealer,Manual,25.0,1498.0,98.0,5.0
7,2017,590000,70000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
8,2017,650000,50000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
9,2017,950000,24000,Diesel,Dealer,Manual,21.0,1498.0,98.0,7.0
10,2017,595000,120000,Petrol,Individual,Manual,15.0,1497.0,117.0,7.0
11,2017,700000,43000,Petrol,Dealer,Manual,15.0,1497.0,117.0,7.0
12,2017,700000,43000,Petrol,Dealer,Manual,15.0,1497.0,117.0,7.0
13,2017,840000,30646,Petrol,Dealer,Manual,15.0,1497.0,117.0,7.0
14,2017,400000,50000,Petrol,Individual,Manual,18.0,1198.0,86.0,5.0
15,2017,480000,30400,Petrol,Dealer,Manual,18.0,1198.0,86.0,5.0
16,2017,450000,6750,Petrol,Individual,Manual,18.0,1198.0,86.0,5.0
17,2017,940000,57900,Diesel,Dealer,Manual,21.0,1498.0,98.0,7.0
18,2017,950000,15000,Petrol,Individual,Automatic,15.0,1497.0,117.0,7.0
19,2017,850000,30000,Petrol,Dealer,Automatic,15.0,1497.0,117.0,7.0
20,2017,950000,15000,Petrol,Individual,Automatic,15.0,1497.0,117.0,7.0
21,2017,675000,49523,Petrol,Dealer,Manual,17.0,1497.0,118.0,5.0
22,2017,650000,47000,Diesel,Individual,Manual,26.0,1498.0,98.0,5.0
23,2017,1100000,26000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
24,2017,850000,11688,Petrol,Trustmark Dealer,Manual,17.0,1497.0,117.0,5.0
25,2017,860000,28000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
26,2017,860000,28000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
27,2017,860000,28000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
28,2017,894999,35000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
29,2017,890000,18300,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
30,2017,1300000,30000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
31,2017,1250000,33000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
32,2017,975000,82000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
33,2017,850000,103000,Diesel,Dealer,Manual,25.0,1498.0,97.0,5.0
34,2017,1050000,50000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
35,2017,925000,69000,Diesel,Dealer,Manual,25.0,1498.0,97.0,5.0
36,2017,795000,41000,Petrol,Dealer,Automatic,18.0,1497.0,117.0,5.0
37,2017,1150000,6825,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
38,2017,1100000,20000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
39,2017,1025000,68140,Petrol,Dealer,Automatic,18.0,1497.0,117.0,5.0
40,2017,950000,35000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
41,2017,850000,40000,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
42,2017,875000,18000,Petrol,Dealer,Automatic,15.0,1497.0,116.0,5.0
43,2017,925000,18000,Petrol,Dealer,Automatic,15.0,1497.0,116.0,5.0
44,2017,1750000,73000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
45,2017,1825000,58000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
46,2017,1650000,52000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
47,2017,1650000,52000,Petrol,Dealer,Automatic,12.0,2354.0,187.0,5.0
48,2017,615000,40000,Petrol,Individual,Automatic,19.0,1199.0,88.0,5.0
49,2017,650000,25000,Petrol,Individual,Manual,18.0,1199.0,88.0,5.0
50,2017,670000,50000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
51,2017,725000,6550,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
52,2017,725000,6550,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
53,2017,525000,37151,Diesel,Dealer,Manual,27.0,1498.0,98.0,5.0
54,2017,600000,70000,Petrol,Individual,Manual,17.0,1497.0,117.0,7.0
55,2018,635000,40000,Petrol,Individual,Manual,17.0,1198.0,86.0,5.0
56,2018,750000,15000,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
57,2018,700000,43000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
58,2018,585000,15000,Petrol,Individual,Manual,17.0,1198.0,86.0,5.0
59,2018,560000,50000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
60,2018,600000,20000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
61,2018,670000,93000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
62,2018,825000,40000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
63,2018,675000,40000,Diesel,Individual,Manual,25.0,1498.0,98.0,5.0
64,2018,925000,28900,Petrol,Dealer,Manual,17.0,1497.0,117.0,5.0
65,2018,1031000,60000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
66,2018,1085000,1000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
67,2018,949000,10200,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
68,2018,1180000,5500,Petrol,Individual,Manual,17.0,1497.0,117.0,5.0
69,2018,680000,8576,Petrol,Dealer,Manual,18.0,1199.0,88.0,5.0
70,2018,680000,8576,Petrol,Dealer,Manual,18.0,1199.0,88.0,5.0
71,2018,675000,24265,Petrol,Dealer,Manual,18.0,1199.0,88.0,5.0
72,2018,650000,47725,Diesel,Dealer,Manual,27.0,1498.0,98.0,5.0
73,2018,600000,20000,Petrol,Individual,Manual,18.0,1199.0,88.0,5.0
74,2018,860000,40000,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
75,2019,700000,40000,Diesel,Individual,Automatic,23.0,1498.0,78.0,5.0
76,2019,700000,40000,Diesel,Individual,Automatic,23.0,1498.0,78.0,5.0
77,2019,680000,15000,Petrol,Individual,Automatic,19.0,1199.0,88.0,5.0
78,2019,690000,1303,Petrol,Dealer,Manual,17.0,1198.0,86.0,5.0
79,2019,670000,5000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
80,2019,640000,6000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
81,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,19.0,1199.0,88.0,5.0
82,2019,700000,4500,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
83,2019,800000,10000,Diesel,Individual,Manual,27.0,1498.0,98.0,5.0
84,2019,670000,20000,Petrol,Individual,Manual,19.0,1199.0,88.0,5.0
85,2019,1100000,50000,Diesel,Individual,Manual,21.0,1498.0,98.0,7.0
86,2019,1200000,40000,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
87,2019,1110000,10500,Diesel,Individual,Manual,25.0,1498.0,97.0,5.0
88,2019,1227000,5000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
89,2019,1227000,5000,Petrol,Individual,Automatic,18.0,1497.0,117.0,5.0
90,2019,1300000,20000,Petrol,Individual,Automatic,17.0,1497.0,117.0,5.0
91,2019,2000000,24857,Petrol,Dealer,Automatic,16.0,1799.0,139.0,5.0
92,2019,840000,1500,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
93,2019,750000,3100,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
94,2019,840000,1500,Petrol,Individual,Automatic,18.0,1199.0,88.0,5.0
